BOROUGH,NEIGHBORHOOD,SALE PRICE
3,BAY RIDGE,"1,180,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,435,000"
3,BAY RIDGE,"1,250,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,755,000"
3,BAY RIDGE,"1,900,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,089,000"
3,BAY RIDGE,"558,666"
3,BAY RIDGE,"1,865,000"
3,BAY RIDGE,"1,250,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"2,000,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,170,000"
3,BAY RIDGE,"1,847,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,300,000"
3,BAY RIDGE,"975,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,350,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,260,000"
3,BAY RIDGE,"1,050,000"
3,BAY RIDGE,"1,970,000"
3,BAY RIDGE,"1,350,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,350,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,450,000"
3,BAY RIDGE,0
3,BAY RIDGE,"950,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,350,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,250,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,800,000"
3,BAY RIDGE,"1,380,000"
3,BAY RIDGE,"770,000"
3,BAY RIDGE,"990,000"
3,BAY RIDGE,0
3,BAY RIDGE,"900,000"
3,BAY RIDGE,"979,446"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"844,000"
3,BAY RIDGE,0
3,BAY RIDGE,"932,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"810,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,310,000"
3,BAY RIDGE,0
